order_id,customer_id,sector_id,planned_delivery_duration,product_id,weight,quantity,segment_id,driver_id,segment_type,segment_start_time,segment_end_time,delivery_duration,delivery_minutes
1732,273,2,179,80,414,2,74,3,STOP,2024-02-28 15:46:33,2024-02-28 15:49:45,192,4
1577,12,1,175,29,906,1,76,2,STOP,2024-02-13 17:43:33,2024-02-13 17:45:22,109,2
2161,287,2,178,5,1993,1,78,3,STOP,2024-02-20 19:10:13,2024-02-20 19:12:27,134,3
2161,287,2,178,49,728,1,78,3,STOP,2024-02-20 19:10:13,2024-02-20 19:12:27,134,3
2161,287,2,178,76,1273,2,78,3,STOP,2024-02-20 19:10:13,2024-02-20 19:12:27,134,3
2161,287,2,178,37,1218,1,78,3,STOP,2024-02-20 19:10:13,2024-02-20 19:12:27,134,3
152,278,1,200,14,189,1,80,1,STOP,2024-02-01 20:41:21,2024-02-01 20:43:22,121,3
152,278,1,200,2,833,2,80,1,STOP,2024-02-01 20:41:21,2024-02-01 20:43:22,121,3
152,278,1,200,28,1789,1,80,1,STOP,2024-02-01 20:41:21,2024-02-01 20:43:22,121,3
152,278,1,200,25,1963,3,80,1,STOP,2024-02-01 20:41:21,2024-02-01 20:43:22,121,3
152,278,1,200,42,1976,3,80,1,STOP,2024-02-01 20:41:21,2024-02-01 20:43:22,121,3
328,222,1,177,81,1873,2,83,3,STOP,2024-02-08 15:22:08,2024-02-08 15:26:21,253,5
328,222,1,177,94,1168,1,83,3,STOP,2024-02-08 15:22:08,2024-02-08 15:26:21,253,5
328,222,1,177,68,1895,1,83,3,STOP,2024-02-08 15:22:08,2024-02-08 15:26:21,253,5
328,222,1,177,95,1491,1,83,3,STOP,2024-02-08 15:22:08,2024-02-08 15:26:21,253,5
328,222,1,177,89,1478,1,83,3,STOP,2024-02-08 15:22:08,2024-02-08 15:26:21,253,5
66,239,1,179,77,968,1,86,4,STOP,2024-02-28 21:22:51,2024-02-28 21:27:47,296,5
66,239,1,179,3,1120,1,86,4,STOP,2024-02-28 21:22:51,2024-02-28 21:27:47,296,5
66,239,1,179,41,1990,2,86,4,STOP,2024-02-28 21:22:51,2024-02-28 21:27:47,296,5
66,239,1,179,15,764,1,86,4,STOP,2024-02-28 21:22:51,2024-02-28 21:27:47,296,5
1591,297,1,177,75,397,2,88,2,STOP,2024-02-24 02:08:01,2024-02-24 02:11:02,181,4
1591,297,1,177,54,140,3,88,2,STOP,2024-02-24 02:08:01,2024-02-24 02:11:02,181,4
235,37,2,178,87,982,3,91,4,STOP,2024-02-25 09:59:30,2024-02-25 10:05:42,372,7
235,37,2,178,67,628,2,91,4,STOP,2024-02-25 09:59:30,2024-02-25 10:05:42,372,7
235,37,2,178,75,397,2,91,4,STOP,2024-02-25 09:59:30,2024-02-25 10:05:42,372,7
235,37,2,178,5,1993,2,91,4,STOP,2024-02-25 09:59:30,2024-02-25 10:05:42,372,7
235,37,2,178,77,968,2,91,4,STOP,2024-02-25 09:59:30,2024-02-25 10:05:42,372,7
846,144,1,175,14,189,3,93,2,STOP,2024-02-18 16:41:48,2024-02-18 16:44:13,145,3
846,144,1,175,61,943,1,93,2,STOP,2024-02-18 16:41:48,2024-02-18 16:44:13,145,3
2083,125,3,177,14,189,1,95,4,STOP,2024-02-23 20:17:50,2024-02-23 20:21:00,190,4
2083,125,3,177,59,1779,2,95,4,STOP,2024-02-23 20:17:50,2024-02-23 20:21:00,190,4
2083,125,3,177,13,486,1,95,4,STOP,2024-02-23 20:17:50,2024-02-23 20:21:00,190,4
1006,159,3,177,79,1599,2,97,1,STOP,2024-02-24 14:25:19,2024-02-24 14:26:21,62,2
1006,159,3,177,9,237,3,97,1,STOP,2024-02-24 14:25:19,2024-02-24 14:26:21,62,2
1006,159,3,177,65,1830,1,97,1,STOP,2024-02-24 14:25:19,2024-02-24 14:26:21,62,2
1006,159,3,177,59,1779,1,97,1,STOP,2024-02-24 14:25:19,2024-02-24 14:26:21,62,2
944,210,2,179,56,318,1,99,2,STOP,2024-02-27 09:49:31,2024-02-27 09:51:11,100,2
944,210,2,179,91,1428,2,99,2,STOP,2024-02-27 09:49:31,2024-02-27 09:51:11,100,2
186,50,2,169,87,982,2,101,3,STOP,2024-02-02 19:22:39,2024-02-02 19:25:44,185,4
186,50,2,169,48,256,1,101,3,STOP,2024-02-02 19:22:39,2024-02-02 19:25:44,185,4
186,50,2,169,7,1949,1,101,3,STOP,2024-02-02 19:22:39,2024-02-02 19:25:44,185,4
186,50,2,169,69,1020,2,101,3,STOP,2024-02-02 19:22:39,2024-02-02 19:25:44,185,4
186,50,2,169,91,1428,2,101,3,STOP,2024-02-02 19:22:39,2024-02-02 19:25:44,185,4
1531,103,1,175,96,464,1,103,1,STOP,2024-02-05 02:06:18,2024-02-05 02:08:15,117,2
1531,103,1,175,33,1526,2,103,1,STOP,2024-02-05 02:06:18,2024-02-05 02:08:15,117,2
1531,103,1,175,11,338,3,103,1,STOP,2024-02-05 02:06:18,2024-02-05 02:08:15,117,2
1822,63,3,170,28,1789,1,107,3,STOP,2024-02-03 02:32:30,2024-02-03 02:34:44,134,3
1822,63,3,170,28,1789,1,105,3,STOP,2024-02-03 02:32:30,2024-02-03 02:34:44,134,3
1822,63,3,170,27,296,2,107,3,STOP,2024-02-03 02:32:30,2024-02-03 02:34:44,134,3
1822,63,3,170,27,296,2,105,3,STOP,2024-02-03 02:32:30,2024-02-03 02:34:44,134,3
1007,47,3,175,95,1491,3,108,2,STOP,2024-02-09 03:58:14,2024-02-09 04:00:12,118,2
1669,160,2,176,67,628,2,110,3,STOP,2024-02-11 15:31:56,2024-02-11 15:35:13,197,4
1669,160,2,176,20,1974,3,110,3,STOP,2024-02-11 15:31:56,2024-02-11 15:35:13,197,4
1669,160,2,176,71,1378,1,110,3,STOP,2024-02-11 15:31:56,2024-02-11 15:35:13,197,4
1669,160,2,176,35,1454,2,110,3,STOP,2024-02-11 15:31:56,2024-02-11 15:35:13,197,4
1669,160,2,176,29,906,1,110,3,STOP,2024-02-11 15:31:56,2024-02-11 15:35:13,197,4
2188,106,2,175,43,923,1,113,3,STOP,2024-02-10 04:35:49,2024-02-10 04:39:27,218,4
2188,106,2,175,31,1044,2,113,3,STOP,2024-02-10 04:35:49,2024-02-10 04:39:27,218,4
2188,106,2,175,49,728,1,113,3,STOP,2024-02-10 04:35:49,2024-02-10 04:39:27,218,4
2188,106,2,175,40,641,2,113,3,STOP,2024-02-10 04:35:49,2024-02-10 04:39:27,218,4
2188,106,2,175,18,1997,3,113,3,STOP,2024-02-10 04:35:49,2024-02-10 04:39:27,218,4
627,192,1,200,10,860,3,116,1,STOP,2024-02-01 09:25:06,2024-02-01 09:26:21,75,2
627,192,1,200,42,1976,1,116,1,STOP,2024-02-01 09:25:06,2024-02-01 09:26:21,75,2
629,124,1,176,0,928,1,118,3,STOP,2024-02-16 21:21:53,2024-02-16 21:21:53,0,0
629,124,1,176,11,338,2,118,3,STOP,2024-02-16 21:21:53,2024-02-16 21:21:53,0,0
629,124,1,176,39,1743,3,118,3,STOP,2024-02-16 21:21:53,2024-02-16 21:21:53,0,0
1624,175,3,177,43,923,2,120,3,STOP,2024-02-08 02:17:53,2024-02-08 02:17:53,0,0
1624,175,3,177,73,1359,3,120,3,STOP,2024-02-08 02:17:53,2024-02-08 02:17:53,0,0
1624,175,3,177,40,641,3,120,3,STOP,2024-02-08 02:17:53,2024-02-08 02:17:53,0,0
1284,304,1,177,65,1830,2,123,2,STOP,2024-02-23 18:52:41,2024-02-23 18:56:18,217,4
1284,304,1,177,44,1490,2,123,2,STOP,2024-02-23 18:52:41,2024-02-23 18:56:18,217,4
1284,304,1,177,39,1743,2,123,2,STOP,2024-02-23 18:52:41,2024-02-23 18:56:18,217,4
1284,304,1,177,51,300,1,123,2,STOP,2024-02-23 18:52:41,2024-02-23 18:56:18,217,4
1284,304,1,177,42,1976,2,123,2,STOP,2024-02-23 18:52:41,2024-02-23 18:56:18,217,4
239,136,2,176,48,256,3,126,2,STOP,2024-02-17 15:12:56,2024-02-17 15:15:05,129,3
239,136,2,176,98,1184,2,126,2,STOP,2024-02-17 15:12:56,2024-02-17 15:15:05,129,3
239,136,2,176,16,750,3,126,2,STOP,2024-02-17 15:12:56,2024-02-17 15:15:05,129,3
239,136,2,176,42,1976,1,126,2,STOP,2024-02-17 15:12:56,2024-02-17 15:15:05,129,3
2062,33,3,176,31,1044,3,128,1,STOP,2024-02-12 20:51:59,2024-02-12 20:52:39,40,1
2062,33,3,176,26,1872,1,128,1,STOP,2024-02-12 20:51:59,2024-02-12 20:52:39,40,1
1341,184,3,179,28,1789,1,130,1,STOP,2024-02-27 02:22:05,2024-02-27 02:21:00,-65,-1
1341,184,3,179,75,397,3,130,1,STOP,2024-02-27 02:22:05,2024-02-27 02:21:00,-65,-1
1341,184,3,179,25,1963,1,130,1,STOP,2024-02-27 02:22:05,2024-02-27 02:21:00,-65,-1
1341,184,3,179,35,1454,2,130,1,STOP,2024-02-27 02:22:05,2024-02-27 02:21:00,-65,-1
1686,268,1,170,55,1734,2,132,2,STOP,2024-02-03 02:12:15,2024-02-03 02:17:55,340,6
1686,268,1,170,70,1066,3,132,2,STOP,2024-02-03 02:12:15,2024-02-03 02:17:55,340,6
1686,268,1,170,38,653,1,132,2,STOP,2024-02-03 02:12:15,2024-02-03 02:17:55,340,6
1686,268,1,170,63,903,3,132,2,STOP,2024-02-03 02:12:15,2024-02-03 02:17:55,340,6
1686,268,1,170,39,1743,2,132,2,STOP,2024-02-03 02:12:15,2024-02-03 02:17:55,340,6
969,265,1,175,6,629,3,134,4,STOP,2024-02-06 08:58:44,2024-02-06 09:04:58,374,7
969,265,1,175,75,397,1,134,4,STOP,2024-02-06 08:58:44,2024-02-06 09:04:58,374,7
969,265,1,175,86,670,1,134,4,STOP,2024-02-06 08:58:44,2024-02-06 09:04:58,374,7
610,73,3,175,7,1949,2,136,3,STOP,2024-02-05 07:59:38,2024-02-05 07:56:11,-207,-3
610,73,3,175,46,344,2,136,3,STOP,2024-02-05 07:59:38,2024-02-05 07:56:11,-207,-3
610,73,3,175,1,1533,2,136,3,STOP,2024-02-05 07:59:38,2024-02-05 07:56:11,-207,-3
588,221,2,175,21,259,1,138,3,STOP,2024-02-10 05:10:12,2024-02-10 05:12:43,151,3
121,93,3,180,95,1491,1,141,4,STOP,2024-02-07 05:45:56,2024-02-07 05:52:25,389,7
121,93,3,180,53,396,3,141,4,STOP,2024-02-07 05:45:56,2024-02-07 05:52:25,389,7
121,93,3,180,59,1779,3,141,4,STOP,2024-02-07 05:45:56,2024-02-07 05:52:25,389,7
121,93,3,180,63,903,1,141,4,STOP,2024-02-07 05:45:56,2024-02-07 05:52:25,389,7
121,93,3,180,45,567,2,141,4,STOP,2024-02-07 05:45:56,2024-02-07 05:52:25,389,7
1429,183,2,176,65,1830,2,144,4,STOP,2024-02-17 21:08:43,2024-02-17 21:11:06,143,3
1259,109,1,179,61,943,3,146,4,STOP,2024-02-28 17:11:42,2024-02-28 17:20:18,516,9
1259,109,1,179,93,1076,3,146,4,STOP,2024-02-28 17:11:42,2024-02-28 17:20:18,516,9
1259,109,1,179,76,1273,2,146,4,STOP,2024-02-28 17:11:42,2024-02-28 17:20:18,516,9
1259,109,1,179,80,414,3,146,4,STOP,2024-02-28 17:11:42,2024-02-28 17:20:18,516,9
1173,214,2,180,81,1873,3,148,4,STOP,2024-02-07 06:38:18,2024-02-07 06:45:20,422,8
1173,214,2,180,34,1850,3,148,4,STOP,2024-02-07 06:38:18,2024-02-07 06:45:20,422,8
1173,214,2,180,97,761,1,148,4,STOP,2024-02-07 06:38:18,2024-02-07 06:45:20,422,8
1173,214,2,180,17,1612,3,148,4,STOP,2024-02-07 06:38:18,2024-02-07 06:45:20,422,8
1173,214,2,180,35,1454,2,148,4,STOP,2024-02-07 06:38:18,2024-02-07 06:45:20,422,8
1476,88,3,176,9,237,2,150,4,STOP,2024-02-11 08:13:14,2024-02-11 08:18:12,298,5
1476,88,3,176,37,1218,3,150,4,STOP,2024-02-11 08:13:14,2024-02-11 08:18:12,298,5
1476,88,3,176,42,1976,1,150,4,STOP,2024-02-11 08:13:14,2024-02-11 08:18:12,298,5
1906,226,1,175,85,1493,2,152,3,STOP,2024-02-18 08:54:48,2024-02-18 09:00:48,360,6
1906,226,1,175,52,1306,3,152,3,STOP,2024-02-18 08:54:48,2024-02-18 09:00:48,360,6
1906,226,1,175,41,1990,2,152,3,STOP,2024-02-18 08:54:48,2024-02-18 09:00:48,360,6
44,199,2,176,3,1120,3,154,4,STOP,2024-02-19 08:20:38,2024-02-19 08:24:26,228,4
44,199,2,176,66,703,1,154,4,STOP,2024-02-19 08:20:38,2024-02-19 08:24:26,228,4
2008,179,1,176,2,833,1,156,1,STOP,2024-02-14 14:39:59,2024-02-14 14:41:13,74,2
2008,179,1,176,19,627,2,156,1,STOP,2024-02-14 14:39:59,2024-02-14 14:41:13,74,2
2008,179,1,176,78,257,1,156,1,STOP,2024-02-14 14:39:59,2024-02-14 14:41:13,74,2
2008,179,1,176,97,761,1,156,1,STOP,2024-02-14 14:39:59,2024-02-14 14:41:13,74,2
2008,179,1,176,41,1990,1,156,1,STOP,2024-02-14 14:39:59,2024-02-14 14:41:13,74,2
1769,35,2,176,14,189,2,158,2,STOP,2024-02-17 16:39:27,2024-02-17 16:41:15,108,2
1769,35,2,176,56,318,1,158,2,STOP,2024-02-17 16:39:27,2024-02-17 16:41:15,108,2
1769,35,2,176,11,338,3,158,2,STOP,2024-02-17 16:39:27,2024-02-17 16:41:15,108,2
1230,71,1,177,43,923,3,160,1,STOP,2024-02-23 09:19:09,2024-02-23 09:20:55,106,2
1230,71,1,177,33,1526,3,160,1,STOP,2024-02-23 09:19:09,2024-02-23 09:20:55,106,2
1989,199,3,177,64,1956,2,162,3,STOP,2024-02-23 04:42:36,2024-02-23 04:45:41,185,4
1989,199,3,177,82,1776,2,162,3,STOP,2024-02-23 04:42:36,2024-02-23 04:45:41,185,4
948,220,1,200,84,1675,3,165,2,STOP,2024-02-01 18:13:12,2024-02-01 18:16:40,208,4
948,220,1,200,59,1779,2,165,2,STOP,2024-02-01 18:13:12,2024-02-01 18:16:40,208,4
948,220,1,200,45,567,1,165,2,STOP,2024-02-01 18:13:12,2024-02-01 18:16:40,208,4
948,220,1,200,36,273,2,165,2,STOP,2024-02-01 18:13:12,2024-02-01 18:16:40,208,4
2035,181,3,177,95,1491,3,167,4,STOP,2024-02-08 05:24:17,2024-02-08 05:29:26,309,6
2035,181,3,177,66,703,3,167,4,STOP,2024-02-08 05:24:17,2024-02-08 05:29:26,309,6
2035,181,3,177,80,414,2,167,4,STOP,2024-02-08 05:24:17,2024-02-08 05:29:26,309,6
469,38,2,176,21,259,2,170,2,STOP,2024-02-12 08:19:11,2024-02-12 08:20:41,90,2
546,254,3,169,0,928,1,172,3,STOP,2024-02-02 05:17:53,2024-02-02 05:20:16,143,3
546,254,3,169,57,1753,2,172,3,STOP,2024-02-02 05:17:53,2024-02-02 05:20:16,143,3
1620,211,3,177,48,256,1,174,1,STOP,2024-02-08 08:48:12,2024-02-08 08:49:18,66,2
